circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,JALTHANDA,DOMESTIC,1,189,140.0,2779,56.01
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,JAMLAKOTA TANDA,DOMESTIC,1,83,50.0,1771,22.06
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,KOTHAGUDEM,DOMESTIC,1,322,278.0,19018,159.28
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,M YADAVALLY,DOMESTIC,1,799,691.0,98223,783.09
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,M.YADAVALLY,DOMESTIC,1,1,,0,5.0
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,MANDRA,DOMESTIC,1,504,377.0,19530,169.79
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NAKKALAPALLY,DOMESTIC,1,454,372.0,21128,206.94
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KATTKOMMU THANDA,DOMESTIC,1,155,154.0,1137,38.75
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KOMMEPALLY,DOMESTIC,1,181,160.0,6995,46.81
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MADAMDAKA,DOMESTIC,1,218,199.0,5667,55.85
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MANGALONIBAVI,DOMESTIC,1,54,53.0,2101,15.63
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MISMATCHED,DOMESTIC,1,1,,0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MUDIGONDA,DOMESTIC,1,598,522.0,21360,180.54
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MYNAMAPALLY,DOMESTIC,1,194,130.0,6695,59.67
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,APPAJI PETA,DOMESTIC,1,836,657.0,40195,302.28
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ARJALA BAVI,DOMESTIC,1,932,872.0,81415,698.92
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,ARJALABAVI,DOMESTIC,1,1,1.0,71,0.52
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,AYODHYA GUDAM,DOMESTIC,1,16,16.0,1046,5.24
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"B.C.COLONY,MARRIGUDA",DOMESTIC,1,87,87.0,7622,38.52
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"BADHAGUDEM,CHARLAPALLY",DOMESTIC,1,40,38.0,2504,21.36
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,CHOLLEDU,DOMESTIC,1,626,500.0,33739,209.7
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,EPPARTHY,DOMESTIC,1,429,314.0,16354,134.03
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,GANGORIGUDEM,DOMESTIC,1,114,114.0,6153,30.36
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,GUDAPUR,DOMESTIC,1,527,391.0,23308,211.56
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,GUNDLORIGUDEM,DOMESTIC,1,117,113.0,6178,37.16
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,JAKALIVARIGUDEM,DOMESTIC,1,132,128.0,8580,56.64
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,JAMASTANPALLY,DOMESTIC,1,165,141.0,9896,45.94
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,RAMANJAPURAM,DOMESTIC,1,190,167.0,11131,73.62
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,S GOWRARAM,DOMESTIC,1,752,553.0,42652,372.87
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,S LINGOTAM,DOMESTIC,1,213,163.0,9606,79.08
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,T K PAHAD,DOMESTIC,1,276,235.0,11845,89.88
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,THUDIMUDY,DOMESTIC,1,242,170.0,9763,77.46
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,TIRUMALAIGUDEM,DOMESTIC,1,290,246.0,19142,118.96
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KOTTAGUDEM,DOMESTIC,1,163,161.0,15216,71.49
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,KUKKAADAM,DOMESTIC,1,828,566.0,46821,376.97
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MACHINAPALLY,DOMESTIC,1,151,122.0,6104,52.39
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MADGULAPALLY,DOMESTIC,1,1,,0,1.0
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MADUGULAPALLY,DOMESTIC,1,855,698.0,52766,403.44
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MALIVARIGUDA,DOMESTIC,1,6,3.0,255,3.14
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MALLAPURAJUGUDA,DOMESTIC,1,27,26.0,1281,10.2
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,AMANAGAL,DOMESTIC,1,663,502.0,27980,212.63
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,ANNAPAREDDYGUDEM,DOMESTIC,1,276,209.0,17393,126.63
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,BUGGABAIGUDEM,DOMESTIC,1,365,282.0,22390,183.49
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,CHALICHEMALAPADU,DOMESTIC,1,32,27.0,2067,10.92
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,KAMEPALLY,DOMESTIC,1,175,142.0,10517,55.99
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,LAXMIDEVI GUDEM,DOMESTIC,1,242,199.0,14631,89.13
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,GUNTKA GUDEM,DOMESTIC,1,156,87.0,6340,50.98
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,I.K.GUDEM,DOMESTIC,1,241,198.0,13652,88.31
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,JULAKANTIVARIGU,DOMESTIC,1,63,37.0,2104,26.55
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,KAKKAIGUDEM,DOMESTIC,1,103,68.0,4192,30.96
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,KUNTI GORLAGUDA,DOMESTIC,1,39,35.0,2139,12.96
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,LAXMINAGAR,DOMESTIC,1,15,14.0,1050,6.82
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,LAXMIPURAM,DOMESTIC,1,24,24.0,2221,10.36
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MARAPAKA,DOMESTIC,1,191,164.0,11150,86.82
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,JIVICHETTU (T),DOMESTIC,1,99,48.0,404,28.75
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,KITCHYA (T),DOMESTIC,1,46,41.0,0,11.82
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,KOMPALLI,DOMESTIC,1,547,261.0,15714,179.13
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,MEGYA THANDA,DOMESTIC,1,89,71.0,-144,33.24
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NAGARJUNAPET,DOMESTIC,1,111,68.0,-2203,31.17
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NAYAKUNNI (T),DOMESTIC,1,284,213.0,762,74.01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY,DOMESTIC,1,3,2.0,38,13.0
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN1,DOMESTIC,1,1063,860.0,78082,998.43
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN2,DOMESTIC,1,1889,1841.0,164218,1506.0
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NEMMANI,DOMESTIC,1,707,602.0,38845,290.97
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,PADMATPALLY,DOMESTIC,1,291,251.0,12863,99.96
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,SHAKAVALLY,DOMESTIC,1,125,95.0,4995,32.64
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TELUGUPALLY,DOMESTIC,1,194,150.0,6780,55.85
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,THATIKOLE,DOMESTIC,1,1133,924.0,48017,318.14
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TURUPUPALLY,DOMESTIC,1,404,291.0,10844,112.09
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"BANTU GUDEM , APPAJI PETA",DOMESTIC,1,49,47.0,3948,16.1
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,BC COLONY,DOMESTIC,1,62,62.0,3756,24.52
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,BC COLONY-APPAJIPET,DOMESTIC,1,134,118.0,7959,41.12
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,BUDDHARAM,DOMESTIC,1,453,370.0,23068,157.16
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,CHANDAMPALLY,DOMESTIC,1,878,777.0,57683,384.39
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,CHANDRAGIRI VILLAS,DOMESTIC,1,221,213.0,28596,371.71
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KALWALAKUNTLA,DOMESTIC,1,358,252.0,14569,120.18
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KALWALAPALLY,DOMESTIC,1,660,485.0,26902,217.88
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KASLAPOOR,DOMESTIC,1,210,171.0,10949,80.4
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KISTAPUR,DOMESTIC,1,546,449.0,29483,195.36
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KOMPALLY,DOMESTIC,1,819,653.0,42594,309.77
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KORATICAL,DOMESTIC,1,1181,927.0,54966,393.74
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,UPPALANCHA,DOMESTIC,1,243,140.0,7324,68.62
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,VADIPAMULA,DOMESTIC,1,35,17.0,976,11.84
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,VALLALA,DOMESTIC,1,957,691.0,46922,338.18
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,VOOTKUR,DOMESTIC,1,647,508.0,30669,209.05
NALGONDA,NALGONDA,NAKREKAL,SHALIGOWRARAM,WANGAMARTHY,DOMESTIC,1,569,435.0,25425,202.54
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,MARRIGUDEM(MADUGULAPALLY),DOMESTIC,1,188,180.0,14041,59.09
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,NARAYANAPURAM,DOMESTIC,1,192,151.0,11909,66.13
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,PAMULAPAHAD,DOMESTIC,1,743,554.0,30044,245.78
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,POREDDYGUDEM,DOMESTIC,1,78,78.0,5198,34.79
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,PUCHAKAYALAGUDEM,DOMESTIC,1,123,102.0,5392,44.57
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,PUSALAPAHAD,DOMESTIC,1,214,143.0,10457,80.91
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,THOPUCHARLA,DOMESTIC,1,446,422.0,28992,198.68
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,MOLKAPATNAM,DOMESTIC,1,528,397.0,31224,214.33
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,RAOVARI GUDEM,DOMESTIC,1,75,50.0,2724,24.86
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,RAVORIGUDEM  B,DOMESTIC,1,89,75.0,8602,42.57
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,RAVULA PENTA,DOMESTIC,1,1036,744.0,44189,366.75
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,SALKANOOR,DOMESTIC,1,839,596.0,40295,317.18
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,SETTI PALEM,DOMESTIC,1,1322,991.0,91303,714.47
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MARLAGADDA CAMP,DOMESTIC,1,191,149.0,8215,63.94
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MARUTHIVARIGUDE,DOMESTIC,1,149,116.0,6350,51.53
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MUKUNDAPURAM,DOMESTIC,1,613,538.0,40271,253.34
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,MUPPARAM,DOMESTIC,1,524,398.0,26502,198.17
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,NANDIKONDAVARIG,DOMESTIC,1,238,186.0,13918,98.2
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,NARAMMAGUDA,DOMESTIC,1,547,379.0,30786,262.79
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,NARSIMHALAGUDEM,DOMESTIC,1,83,60.0,5137,54.04
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NELLIKAL,DOMESTIC,1,397,277.0,13906,126.27
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NETHAPUR,DOMESTIC,1,413,297.0,18037,138.5
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,NIRUTIVARI GUDEM,DOMESTIC,1,3,,0,0.78
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,PEDDABAVI THANDA,DOMESTIC,1,69,15.0,142,27.99
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,PILLIGUNDLA-THA,DOMESTIC,1,200,141.0,3744,51.64
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,RAJAVARAM,DOMESTIC,1,480,285.0,13884,145.22
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,RANGUNDLA,DOMESTIC,1,429,156.0,6856,150.15
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,PALLEPADU,DOMESTIC,1,326,206.0,11077,112.2
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,POTHINENI PALLY,DOMESTIC,1,169,154.0,8886,67.58
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,SABBADI GUDEM,DOMESTIC,1,117,94.0,6440,38.74
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,SHAPALLY,DOMESTIC,1,354,240.0,14842,113.02
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,SHERIBAI GUDA,DOMESTIC,1,126,115.0,7548,39.4
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,YELLAREDDY BAVI,DOMESTIC,1,92,86.0,4349,29.55
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,,DOMESTIC,1,2,2.0,155,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,BOGGULADONA,DOMESTIC,1,137,49.0,1364,35.94
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,BOLLANPALLY,DOMESTIC,1,303,132.0,7490,84.99
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,BRAHMANAPALLY,DOMESTIC,1,101,85.0,5228,29.68
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,BURANAPUR,DOMESTIC,1,9,,0,2.34
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,CHERUKUPALLY,DOMESTIC,1,742,487.0,21213,221.03
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,D.N.POOR,DOMESTIC,1,142,112.0,4413,39.38
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,CHARLAPALLY,DOMESTIC,1,2168,1969.0,180645,1477.4
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"CHENNUGUDEM, NARSINGBATLA",DOMESTIC,1,115,113.0,7777,36.12
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,CHERLAPALLY,DOMESTIC,1,10,10.0,1796,32.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"DAMANNAGUDEM,NARSINGBATLA",DOMESTIC,1,55,54.0,3675,16.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,DANDEMPALLY,DOMESTIC,1,593,527.0,39266,242.35
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,DEEPAKUNTA,DOMESTIC,1,215,180.0,11573,91.1
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"DODLAPATI GUDEM, APPAJIPETA",DOMESTIC,1,10,9.0,518,3.3
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,KOTHULARAM,DOMESTIC,1,254,188.0,8343,80.58
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,LAXMIDEVIGUDEM,DOMESTIC,1,258,244.0,16096,105.16
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,MUNUGODU,DOMESTIC,1,2733,2287.0,183627,1680.48
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,PALIVELA,DOMESTIC,1,923,716.0,50454,314.36
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,PULIPALUPULA,DOMESTIC,1,777,613.0,38384,223.84
NALGONDA,MIRYALGUDA,VEMULAPALLY,MADUGULAPALLY,,DOMESTIC,1,8,8.0,592,4.92
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,ALAWALAPAHAD,DOMESTIC,1,102,83.0,6101,31.61
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,ANJANAPALLY,DOMESTIC,1,417,251.0,14765,118.42
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,APPALAMMA GUDEM,DOMESTIC,1,277,193.0,10603,85.67
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,BABUSAIPET,DOMESTIC,1,488,331.0,24742,209.29
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,BADAIGADDA,DOMESTIC,1,92,26.0,204,28.35
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,BEJJIKAL,DOMESTIC,1,395,264.0,20496,170.19
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,THIMMAREDDYGUDEM,DOMESTIC,1,242,187.0,12385,88.38
NALGONDA,MIRYALGUDA,VEMULAPALLY,VEMULAPALLY,VEMULAPALLY,DOMESTIC,1,1375,1074.0,90052,752.77
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,CHINTHABAIGUDEM,DOMESTIC,1,2,,0,0.54
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,GANDHAMVARIGUDA,DOMESTIC,1,2,1.0,60,0.48
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,NIDAMANOOR,DOMESTIC,1,2262,1927.0,161416,1533.66
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,PARAVATHIPURAM,DOMESTIC,1,242,196.0,16097,112.96
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,RAJANNAGUDA,DOMESTIC,1,447,333.0,24387,165.93
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,RAMANAGAR (T),DOMESTIC,1,19,16.0,0,5.63
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,RAMAPUR,DOMESTIC,1,52,49.0,3561,26.58
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,RAMARAO CAMP,DOMESTIC,1,12,6.0,322,3.12
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,REGULAGADDA,DOMESTIC,1,285,179.0,8357,86.63
NALGONDA,MIRYALGUDA,HALIA,NIDAMANUR,SHAKAPURAM,DOMESTIC,1,305,198.0,17171,137.29
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,RANGUNDLA THANDA,DOMESTIC,1,28,9.0,417,8.42
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,SAPAVAT THANDA,DOMESTIC,1,93,64.0,34,26.48
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,SEETHALA THANDA,DOMESTIC,1,65,50.0,-574,19.15
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,SILAGAPURAM,DOMESTIC,1,197,104.0,4424,62.32
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,SREERAMPURAM,DOMESTIC,1,208,125.0,4016,61.12
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,SUNKISHALA THANDA,DOMESTIC,1,35,11.0,48,15.49
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,THETTAKUNTA,DOMESTIC,1,20,19.0,1489,15.78
NALGONDA,MIRYALGUDA,HALIA,TIRUMALAGIRI SAGAR,THUTIPET THANDA,DOMESTIC,1,24,5.0,0,9.94
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,THIRUMALAGIRI,DOMESTIC,1,123,106.0,6057,32.72
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,THONDALAVI,DOMESTIC,1,555,421.0,26437,176.03
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,YELLAREDDYGUDA,DOMESTIC,1,1352,1133.0,116446,822.03
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,ERAGUNTLAPALLY,DOMESTIC,1,241,190.0,10663,73.57
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,GONABOINAPALLY,DOMESTIC,1,450,324.0,12388,142.98
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,GONAKOLE,DOMESTIC,1,87,26.0,1159,26.03
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,GUNDLAPALLY(HQ),DOMESTIC,1,1711,1408.0,104698,982.36
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,K.GOWRARAM,DOMESTIC,1,76,53.0,1545,21.05
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,KAMEPALLY,DOMESTIC,1,301,225.0,10694,86.14
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,DONAKAL,DOMESTIC,1,195,176.0,11865,67.26
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,DONAKAL TWO,DOMESTIC,1,28,28.0,866,10.36
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,EARLONIGUDEM E,DOMESTIC,1,6,6.0,190,1.44
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"GADIBAVIGUDEM, NARSINGBATLA",DOMESTIC,1,51,51.0,2412,13.77
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,"GAYATRINAGER,MARRIGUDA",DOMESTIC,1,52,51.0,5447,53.88
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,GUNDLAPALLY,DOMESTIC,1,347,322.0,22845,158.3
NALGONDA,NALGONDA,NALGONDA,NALGONDA RURAL,GUTTAKINDA ANNARAM,DOMESTIC,1,321,263.0,16831,136.88
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,RATHIPALLY,DOMESTIC,1,259,210.0,12890,95.88
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,RAVIGUDEM,DOMESTIC,1,240,234.0,12661,77.28
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,SANABANDA,DOMESTIC,1,151,145.0,9637,48.14
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,SINGARAM,DOMESTIC,1,439,321.0,21471,138.08
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,SOLIPURAM,DOMESTIC,1,146,121.0,7289,44.76
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,UKONDI,DOMESTIC,1,721,562.0,36781,239.44
NALGONDA,NALGONDA,MUNUGODU,MUNUGODU,VADERIGUDEM,DOMESTIC,1,50,47.0,4249,15.22
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,MUTHYALAMMA GUDA,DOMESTIC,1,483,431.0,29229,228.41
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,AITIPAMULA,DOMESTIC,1,2,2.0,15,7.24
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,AITIPAMULA_A,DOMESTIC,1,529,523.0,39263,225.0
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,AITIPAMULA_B,DOMESTIC,1,838,481.0,34469,319.66
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,BOLLEPALLY,DOMESTIC,1,678,467.0,26137,235.15
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,CH ANNARAM,DOMESTIC,1,820,550.0,39306,296.35
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,DUGUNEVELLY,DOMESTIC,1,652,486.0,30272,246.47
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,BORRAIPALEM,DOMESTIC,1,238,175.0,11206,78.35
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,BRUNDAVANAPURAM,DOMESTIC,1,29,19.0,822,8.81
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,BUDDI THANDA,DOMESTIC,1,82,64.0,3318,29.02
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,CHENNAIPALEM,DOMESTIC,1,223,163.0,12077,85.68
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,CHOLLA THANDA,DOMESTIC,1,59,33.0,699,15.99
NALGONDA,MIRYALGUDA,VEMULAPALLY,TRIPURARAM,DONKA THANDA,DOMESTIC,1,107,75.0,3240,31.6
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA TOWN.3,DOMESTIC,1,4,2.0,199,6.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA TOWN/112,DOMESTIC,1,4,3.0,220,8.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA TOWN/113,DOMESTIC,1,209,200.0,19270,217.61
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA TOWN/C,DOMESTIC,1,17,4.0,586,8.38
