circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VENKATESHWARA COLONY,DOMESTIC,1,451,451.0,63019,653.4
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,MALLIKARJUNA NAGAR,DOMESTIC,1,1387,1330.0,184732,2684.18
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,NEW VENKATARAMANA COLONY,DOMESTIC,1,523,516.0,62659,928.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,OMKAR NAGAR,DOMESTIC,1,422,422.0,59591,1100.1
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,ORANGE REALTY,DOMESTIC,1,273,273.0,42010,1365.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,PADMAVATHI NAGAR,DOMESTIC,1,375,375.0,51284,715.08
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,R T C COLONY,DOMESTIC,1,771,766.0,109952,1409.27
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,RAJEEV SETTY NAGAR,DOMESTIC,1,1025,991.0,138927,2479.5
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,SAI BABA TEMPLE P N,DOMESTIC,1,550,550.0,89025,1099.04
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,SATYA SAGAR COLONY,DOMESTIC,1,877,868.0,129257,1688.36
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,"SECTOR-5,NGOS COLONY",DOMESTIC,1,1139,1127.0,147304,2040.35
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,SNEHAMAI NAGAR,DOMESTIC,1,559,558.0,81725,872.12
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,SRI SRINIVASA COLONY,DOMESTIC,1,791,725.0,96662,1141.9
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,SRI VEERANJANEYACOLONY ,DOMESTIC,1,645,639.0,80302,891.99
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,SRINIVASAPURAM COLONY,DOMESTIC,1,934,926.0,125304,1905.57
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,CHANDRA NAGAR,DOMESTIC,1,491,489.0,63473,722.44
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,CT METERS,DOMESTIC,1,1,1.0,542,15.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,DEEN DAYAL NAGAR,DOMESTIC,1,238,232.0,24928,192.6
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,GANDHI NAGAR COLONY,DOMESTIC,1,694,627.0,67745,464.2
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,GREEN RICH COLONY,DOMESTIC,1,327,325.0,58809,1131.96
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,LIBRA ENCLAVE,DOMESTIC,1,480,462.0,76164,825.04
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,LOKAYOUKTHA COLONY,DOMESTIC,1,885,866.0,116105,1345.68
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,MALIKARJUNA NAGAR,DOMESTIC,1,706,704.0,104848,1298.8
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VINAYAKA HILLS,DOMESTIC,1,531,522.0,67891,995.32
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VINAYAKA HILLS - PH-III,DOMESTIC,1,328,327.0,43913,544.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VINAYAKA HILLS I,DOMESTIC,1,346,341.0,48617,600.68
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VINAYAKA HILLS II,DOMESTIC,1,757,739.0,96658,1291.68
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VINAYAKA HILLS MAZID ROAD,DOMESTIC,1,454,446.0,57498,784.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VINAYAKA HILLS PH-I ROAD NO -1,DOMESTIC,1,398,398.0,53834,690.3
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VINAYAKA HILLS PH-II RNO 1TO 9,DOMESTIC,1,442,439.0,58835,853.84
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,VISHAKA NAGAR,DOMESTIC,1,439,433.0,59101,680.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,LENIN NAGAR,YSR PHASE - II,DOMESTIC,1,406,405.0,43990,432.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,ADARSH HOMES,DOMESTIC,1,242,242.0,37256,426.18
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,ADARSH NAGAR,DOMESTIC,1,563,559.0,63444,723.16
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,ADITYA NAGAR,DOMESTIC,1,827,820.0,116404,1377.09
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,RAJI REDDY NAGAR,DOMESTIC,1,323,320.0,44184,492.13
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,REDDY COLONY,DOMESTIC,1,437,435.0,57516,791.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,RKR ENCLAVE,DOMESTIC,1,669,669.0,126612,2536.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SADGURU NAGAR,DOMESTIC,1,609,592.0,74366,1069.21
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SAGAR ENCLAVE,DOMESTIC,1,456,450.0,58086,741.44
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SAI NAGAR PH-2,DOMESTIC,1,400,396.0,43129,660.98
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SAI RAM NAGAR COLONY,DOMESTIC,1,413,411.0,44979,644.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SAINAGARCOLONY (L),DOMESTIC,1,419,409.0,60658,660.6
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SARASWATI NAGAR BR,DOMESTIC,1,595,586.0,69923,888.91
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,TELEPHONE QUARTERS VSPM,DOMESTIC,1,582,506.0,74373,1276.54
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,V.PURAM COMPLEX,DOMESTIC,1,400,395.0,62614,809.39
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,VANASTHALI HILLS,DOMESTIC,1,654,654.0,116011,1584.8
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,VENKATESHWARA COLONY,DOMESTIC,1,502,496.0,51837,524.72
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,VIJAYAPURI COLONY PHASE - I,DOMESTIC,1,812,811.0,114264,1540.5
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,VANASTHALIPURAM,VIJAYAPURI COLONY PHASE - II,DOMESTIC,1,955,950.0,127103,1656.7
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,MARUTHI NAGAR - I,DOMESTIC,1,444,436.0,62734,773.5
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,MCR COLONY,DOMESTIC,1,658,655.0,97524,1104.84
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,MIDHANI ENCLAVE,DOMESTIC,1,605,591.0,87499,1136.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,MUNICIPAL COLONY,DOMESTIC,1,260,250.0,36391,336.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,MURALI KRISHNA NAGAR,DOMESTIC,1,576,551.0,59342,429.39
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,PRASANTH NAGAR PHASE I,DOMESTIC,1,577,556.0,59302,471.12
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,R.C.R.COLONY,DOMESTIC,1,169,169.0,24125,219.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,ROMA - IV,DOMESTIC,1,655,646.0,93958,933.75
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SABITHA INDRA REDDY COLONY,DOMESTIC,1,318,317.0,39332,407.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SAI GANESH NAGAR,DOMESTIC,1,383,376.0,53539,647.5
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,AMBEDKAR NAGAR MPT,DOMESTIC,1,441,417.0,56488,475.81
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,BALAJI COLONY,DOMESTIC,1,476,435.0,60657,1199.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,BANDI SATHAIAH COLONY,DOMESTIC,1,537,465.0,57292,652.06
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,BHUPESH GUPTA NAGR,DOMESTIC,1,601,573.0,67178,518.04
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,BHUPESH GUPTHA NAGAR-II,DOMESTIC,1,316,312.0,35358,259.64
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,DASARI NARAYANA CO,DOMESTIC,1,282,239.0,25931,210.64
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,DASARI RANGA REDDY COLONY,DOMESTIC,1,306,273.0,42289,958.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,DLRL COLONY,DOMESTIC,1,755,745.0,112932,1840.48
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SHAKTHI NAGAR II,DOMESTIC,1,593,590.0,94376,1377.49
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SHAKTHI NAGAR ROAD NO 1 & 5,DOMESTIC,1,490,488.0,59226,814.5
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SREE RAMANA COLONY ZP ROAD,DOMESTIC,1,274,274.0,36611,869.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SRI KRISHNA NAGAR,DOMESTIC,1,784,782.0,128184,2413.86
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SRI RAMANA COLONY,DOMESTIC,1,436,436.0,67494,1490.4
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SRI VENKATA RAMANA COLONY,DOMESTIC,1,557,557.0,72034,1063.6
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SRINIDHI COLONY,DOMESTIC,1,198,198.0,34378,367.5
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SRINIVASAPURAM COLONY PH-1,DOMESTIC,1,574,574.0,79346,1124.24
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SAI HOMES,DOMESTIC,1,347,343.0,36804,489.2
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SAI KRUPA NAGAR,DOMESTIC,1,766,758.0,105281,1149.38
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SAI NAGAR,DOMESTIC,1,816,800.0,110549,1098.62
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SEETHA MEADOWS,DOMESTIC,1,461,460.0,78898,1005.74
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SHANTHI NAGAR,DOMESTIC,1,329,329.0,46759,436.48
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SHIRDI ENCLAVE,DOMESTIC,1,614,612.0,80940,946.58
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SLNS COLONY - II,DOMESTIC,1,213,213.0,25912,316.6
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SRI DATTA NAGAR,DOMESTIC,1,554,550.0,89850,1171.5
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SRI MADHAVA NAGAR COLONY,DOMESTIC,1,277,277.0,43824,443.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,DWARAKAMAI COLONY,DOMESTIC,1,625,617.0,77397,904.62
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,DYNAMIC COLONY,DOMESTIC,1,345,344.0,40462,479.2
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,EAST GAYATHRI NAGAR,DOMESTIC,1,200,200.0,23313,335.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,GAYATHRI HILLS,DOMESTIC,1,437,433.0,64920,792.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,GAYATRI HOMES,DOMESTIC,1,822,816.0,116243,1641.93
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,GAYATRI NAGAR,DOMESTIC,1,572,527.0,94390,1766.69
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,GAYATRINAGAR PH-II,DOMESTIC,1,605,598.0,84372,1104.16
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,HANUMAN NAGAR,DOMESTIC,1,979,972.0,139711,2298.07
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JANARDHAN REDDY NAGAR,DOMESTIC,1,391,386.0,46440,501.27
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SRINIVASPURAMCOLON,DOMESTIC,1,776,767.0,94486,1685.57
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,SUPER HOMES,DOMESTIC,1,176,176.0,31954,880.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VASAVI DEVELOPERS,DOMESTIC,1,773,773.0,170269,3875.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VENKATARAMANA COLO,DOMESTIC,1,971,962.0,146894,2075.27
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VIJAYANAGAR COLONY,DOMESTIC,1,168,159.0,22062,347.94
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VIJAYAPURI COL.(L),DOMESTIC,1,452,446.0,55365,884.9
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VIJAYAPURI COLONY PH-2,DOMESTIC,1,497,497.0,69283,1258.07
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,VIVEKANANDA NAGAR,DOMESTIC,1,46,43.0,6464,124.59
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SRI SAI BALAJI HOMES PH -I,DOMESTIC,1,585,583.0,94317,1037.14
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SRI SAI BALAJI HOMES PH-II,DOMESTIC,1,398,397.0,74575,606.75
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SRI VIDYA TOWNSHIP,DOMESTIC,1,503,499.0,74907,804.89
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SRINILAYAM TOWNSHIP,DOMESTIC,1,395,384.0,47706,467.24
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SRINILAYAM TOWNSHIP-2,DOMESTIC,1,392,392.0,54467,503.2
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,SUBASH CHANDRA BOSE COLONY,DOMESTIC,1,340,337.0,49316,423.68
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,TIRUMALA NAGAR,DOMESTIC,1,496,491.0,70358,985.24
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,TRIVENI NAGAR,DOMESTIC,1,804,797.0,107228,1399.31
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,TRIVENI NARAR PHASE- I,DOMESTIC,1,551,548.0,86975,1157.21
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JANARDHAN REDDY PHASE-II,DOMESTIC,1,322,321.0,34315,385.36
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JAYASREE COLONY,DOMESTIC,1,806,803.0,124017,1578.35
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JILLELGUDA VILLAGE,DOMESTIC,1,482,482.0,60873,666.19
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JNNM SCHEME NANDAVANAM,DOMESTIC,1,253,247.0,20161,235.98
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JNNURM COLONY - PH - II,DOMESTIC,1,304,289.0,21122,282.5
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JNNURM COLONY - PH - III,DOMESTIC,1,256,244.0,18340,245.24
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JNNURM COLONY-PH-I,DOMESTIC,1,300,285.0,22615,246.24
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JNNURM COLONY-PH-III,DOMESTIC,1,275,271.0,21433,260.5
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,JNNURM-VAMBAY,DOMESTIC,1,228,221.0,21169,205.48
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,KAMALA NEHRU COLON,DOMESTIC,1,571,562.0,61696,445.3
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,KESHAVA REDDY NAGAR,DOMESTIC,1,527,526.0,65313,756.22
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,LALITHA NAGAR,DOMESTIC,1,890,866.0,128907,1566.36
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BAIRAMALGUDA,YASHODA NAGAR,DOMESTIC,1,909,894.0,133658,2287.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,AGL COLONY - II,DOMESTIC,1,923,922.0,149597,3709.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,AGRICULTURAL COLON,DOMESTIC,1,667,665.0,104491,3014.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,ANUPAMA NAGAR,DOMESTIC,1,877,866.0,124297,1893.36
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,ANUPAMA NAGAR - II,DOMESTIC,1,1000,997.0,148792,2133.48
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,APSEB COLONY,DOMESTIC,1,636,635.0,72679,1160.14
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,B N REDDY NAGAR,DOMESTIC,1,610,602.0,85231,1058.39
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,UDYOG NAGAR,DOMESTIC,1,1156,1154.0,150327,2100.36
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,VENKATADRI NIVAS - I,DOMESTIC,1,271,271.0,45414,466.02
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,VENKATADRI NIVAS COLONY,DOMESTIC,1,371,371.0,49961,924.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,VIRAT NAGAR,DOMESTIC,1,619,613.0,111232,1190.18
SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,,DOMESTIC,1,1,,0,1.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,ABDUL KALAM NAGAR,DOMESTIC,1,7,6.0,675,7.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,AMBEDKAR WADA,DOMESTIC,1,29,25.0,2295,10.15
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,ANJIREDDY COLONY,DOMESTIC,1,255,254.0,39002,487.01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,BALAJI NAGAR COLONY,DOMESTIC,1,106,98.0,11865,140.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,BHANUNAGAR,DOMESTIC,1,405,403.0,61161,817.73
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,CHAMPAPET (NORTH),DOMESTIC,1,760,742.0,96486,1245.75
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,LAXMI NAGAR,DOMESTIC,1,614,610.0,75155,1066.43
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,LAXMI NARSIMHA GUTTA,DOMESTIC,1,364,360.0,46633,382.35
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,M.L.R.COLONY,DOMESTIC,1,641,636.0,88719,945.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,MARUTHI NAGAR,DOMESTIC,1,499,495.0,72966,967.93
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,MEERPET,DOMESTIC,1,497,480.0,60216,738.74
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,MEERPET JILLELGUDA CT METERS,DOMESTIC,1,6,6.0,7484,111.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,MEERPET VILLAGE,DOMESTIC,1,389,377.0,52195,510.16
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,MITHILA NAGAR,DOMESTIC,1,516,515.0,72190,914.18
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NANADANAVANAM PH - I,DOMESTIC,1,455,450.0,48284,239.32
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,BALAJI NAGAR,DOMESTIC,1,228,228.0,32710,430.89
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,BN REDDY NAGAR-I,DOMESTIC,1,585,581.0,89096,1021.19
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,CHAITANYA NAGAR,DOMESTIC,1,597,591.0,78621,948.12
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,CHAITANYA NAGAR - PHASE- I,DOMESTIC,1,693,693.0,91126,1124.28
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,CHAITANYA NAGAR PHASE III,DOMESTIC,1,1134,1125.0,143927,1924.25
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,DRDL COLONY,DOMESTIC,1,376,374.0,49792,927.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,CHAMPAPET (SOUTH),DOMESTIC,1,943,882.0,102283,1249.88
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,CHAMPAPET VILLAGE,DOMESTIC,1,377,374.0,46005,449.26
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,CHPT BALAJI NAGAR,DOMESTIC,1,779,777.0,103946,1203.6
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,D.S.NAGAR,DOMESTIC,1,543,457.0,50615,491.59
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,DURGA BHAVANI NAGAR,DOMESTIC,1,682,664.0,97856,1105.24
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,DURGA MATHA TEMPLE,DOMESTIC,1,571,562.0,80259,997.72
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,EAST MARUTHI NAGAR,DOMESTIC,1,579,578.0,81863,1065.63
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,GREEN PARK COLONY,DOMESTIC,1,1607,1597.0,207935,2736.78
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,GREEN PARK COLONY II,DOMESTIC,1,783,771.0,101062,1377.35
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NANADANAVANAM PH-II,DOMESTIC,1,278,275.0,27049,139.68
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NANDANAVANAM - P - III,DOMESTIC,1,199,189.0,20028,96.68
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NANDANAVANAM COLONY,DOMESTIC,1,387,331.0,38663,209.4
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NANDHI HILLS,DOMESTIC,1,615,613.0,91809,1367.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NANDI HILLS PH - III,DOMESTIC,1,632,632.0,98076,1713.24
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NANDI HILLS PH-1,DOMESTIC,1,1061,1058.0,145678,2545.1
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NBR EXTN. COLONY,DOMESTIC,1,786,781.0,99233,1262.81
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NEW BALAJI NAGAR,DOMESTIC,1,451,449.0,63569,832.0
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,NEW GAYATRI NAGAR,DOMESTIC,1,568,562.0,88618,1327.85
SAROORNAGAR,CHAMPAPET,CHAMPAPET,MEERPET,OLD BALAJI NAGAR,DOMESTIC,1,203,203.0,26198,294.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,DWARAKA NAGAR,DOMESTIC,1,526,521.0,71145,1270.0
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,DWARAKANAGAR - II,DOMESTIC,1,502,502.0,74921,1380.38
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,GOKUL ENCLAVE,DOMESTIC,1,767,759.0,100620,1591.48
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HARIHARAPURAM COLONY,DOMESTIC,1,399,396.0,68617,1224.48
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HARIHARAPURAM COLONY- II,DOMESTIC,1,606,606.0,94491,1258.93
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM,DOMESTIC,1,1068,1052.0,147499,2756.7
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,DOMESTIC,1,701,697.0,92450,1099.66
SECUNDERABAD,SECUNDERABAD,LALBAZAR,R.P. NILAYAM,SRINIVAS NAGAR (GRP-A),DOMESTIC,1,856,850.0,122613,1486.8
SECUNDERABAD,SECUNDERABAD,LALBAZAR,R.P. NILAYAM,STREET LIGHTS (GRP-M),DOMESTIC,1,1,1.0,73,1.0
SECUNDERABAD,SECUNDERABAD,LALBAZAR,R.P. NILAYAM,VASUNDARA APARTMENTS (GRP-B),DOMESTIC,1,32,32.0,4247,93.0
